# n	k	Tiempo
15000	0	0.33146597
15000	1000	0.29592427
15000	2000	0.27570142
15000	3000	0.24772029
15000	4000	0.22971280
15000	5000	0.21443097
15000	6000	0.19229521
15000	7000	0.16747777
15000	8000	0.15767093
15000	9000	0.13953521
15000	10000	0.11386523
15000	11000	0.10146131
15000	12000	0.07313009
15000	13000	0.05873336
15000	14000	0.02963761
20000	0	0.67666019
20000	1000	0.63410368
20000	2000	0.57808317
20000	3000	0.52803402
20000	4000	0.49949877
20000	5000	0.46498429
20000	6000	0.43911102
20000	7000	0.39925187
20000	8000	0.35013355
20000	9000	0.34748895
20000	10000	0.30855958
20000	11000	0.28041768
20000	12000	0.25378236
20000	13000	0.21293229
20000	14000	0.18674032
30000	0	1.71751245
30000	1000	1.64089733
30000	2000	1.54591065
30000	3000	1.46987588
30000	4000	1.39359502
30000	5000	1.33079021
30000	6000	1.26936572
30000	7000	1.20940061
30000	8000	1.12056261
30000	9000	1.08080103
30000	10000	1.01384759
30000	11000	0.93809380
30000	12000	0.88135798
30000	13000	0.83112039
30000	14000	0.77169572
40000	0	3.20200557
40000	1000	3.03688623
40000	2000	2.97289783
40000	3000	2.89754119
40000	4000	2.75856727
40000	5000	2.63375342
40000	6000	2.56232265
40000	7000	2.47185399
40000	8000	2.36256880
40000	9000	2.27557541
40000	10000	2.18831491
40000	11000	2.08375867
40000	12000	2.01892634
40000	13000	1.92907466
40000	14000	1.91529509
50000	0	5.03323734
50000	1000	4.91035987
50000	2000	4.75244912
50000	3000	4.64289241
50000	4000	4.49479484
50000	5000	4.42788822
50000	6000	4.25541941
50000	7000	4.22492304
50000	8000	4.14712145
50000	9000	3.91482915
50000	10000	3.78221614
50000	11000	3.66364424
50000	12000	3.52586065
50000	13000	3.55908632
50000	14000	3.31805477
60000	0	7.32294231
60000	1000	7.14233163
60000	2000	7.03845317
60000	3000	6.86699959
60000	4000	6.71941644
60000	5000	6.54128326
60000	6000	6.44833345
60000	7000	6.26726966
60000	8000	6.10877387
60000	9000	6.21894419
60000	10000	6.07750408
60000	11000	6.00969250
60000	12000	5.68445742
60000	13000	5.51891942
60000	14000	5.34128104
70000	0	10.14202853
70000	1000	10.02666212
70000	2000	9.93992411
70000	3000	9.75926427
70000	4000	9.35425723
70000	5000	9.15229530
70000	6000	9.20929712
70000	7000	9.01407731
70000	8000	8.62881588
70000	9000	8.46196045
70000	10000	8.29665828
70000	11000	8.38879884
70000	12000	7.96127715
70000	13000	7.96208942
70000	14000	7.64388625
80000	0	13.47371424
80000	1000	13.02777979
80000	2000	12.89930207
80000	3000	12.67626752
80000	4000	12.67876035
80000	5000	12.19240194
80000	6000	12.06439607
80000	7000	12.04496143
80000	8000	11.83020437
80000	9000	11.69836163
80000	10000	11.41780071
80000	11000	11.01485288
80000	12000	10.90685807
80000	13000	10.92515335
80000	14000	10.50371003
90000	0	16.91086646
90000	1000	16.62860837
90000	2000	16.59123283
90000	3000	16.18281232
90000	4000	15.88095375
90000	5000	15.71102397
90000	6000	15.77973611
90000	7000	15.90840154
90000	8000	16.17078169
90000	9000	15.18679525
90000	10000	14.80167282
90000	11000	14.89754553
90000	12000	14.31558781
90000	13000	14.00762318
90000	14000	14.09736991
100000	0	20.86285505
100000	1000	20.60627441
100000	2000	20.38812136
100000	3000	20.04182450
100000	4000	19.89038806
100000	5000	19.53854083
100000	6000	19.30120006
100000	7000	19.06489184
100000	8000	19.07626495
100000	9000	18.59941526
100000	10000	18.32302509
100000	11000	18.12567672
100000	12000	17.75879676
100000	13000	17.53045964
100000	14000	17.40241213
101000	0	21.49653595
101000	1000	21.09698720
101000	2000	22.74273751
101000	3000	22.56707427
101000	4000	22.17583233
101000	5000	22.62250545
101000	6000	21.50710473
101000	7000	21.37820913
101000	8000	21.15543036
101000	9000	20.65228706
101000	10000	20.67728854
101000	11000	20.47398203
101000	12000	20.19631360
101000	13000	20.04188562
101000	14000	20.05808589
102000	0	23.89554487
102000	1000	23.75588293
102000	2000	23.01444566
102000	3000	23.69723998
102000	4000	22.53422333
102000	5000	22.59952774
102000	6000	22.40984623
102000	7000	21.79484678
102000	8000	21.27420972
102000	9000	21.52990637
102000	10000	20.57669290
102000	11000	19.87339082
102000	12000	19.38737706
102000	13000	19.01776240
102000	14000	18.68791688
103000	0	22.99538204
103000	1000	22.73335914
103000	2000	22.22163442
103000	3000	22.09041650
103000	4000	21.67202297
103000	5000	21.63614988
103000	6000	22.30911863
103000	7000	21.39005420
103000	8000	21.58531089
103000	9000	22.42679883
103000	10000	21.95634435
103000	11000	22.76704729
103000	12000	22.49010258
103000	13000	21.12898200
103000	14000	21.68564037
104000	0	26.13770157
104000	1000	24.44894215
104000	2000	24.21741053
104000	3000	23.25153724
104000	4000	24.28079909
104000	5000	25.73186135
104000	6000	23.97487560
104000	7000	23.26193409
104000	8000	22.55936942
104000	9000	22.62988207
104000	10000	22.03906042
104000	11000	21.99173433
104000	12000	21.72234112
104000	13000	21.44985403
104000	14000	22.35752249
105000	0	26.77221513
105000	1000	24.54405532
105000	2000	24.36307671
105000	3000	23.22445362
105000	4000	23.02184450
105000	5000	22.80685765
105000	6000	22.15622418
105000	7000	21.83880850
105000	8000	21.67303277
105000	9000	24.10493850
105000	10000	22.55643566
105000	11000	22.15580728
105000	12000	22.15227090
105000	13000	21.74601274
105000	14000	20.50995689
106000	0	25.74904923
106000	1000	26.38366682
106000	2000	25.41520217
106000	3000	25.07128356
106000	4000	25.71351548
106000	5000	24.01025486
106000	6000	24.86175799
106000	7000	23.89389430
106000	8000	23.65693826
106000	9000	23.55234302
106000	10000	23.29128838
106000	11000	23.39619558
106000	12000	23.23475900
106000	13000	22.96552787
106000	14000	22.56129293
